Year,Origin,Total_Flts,Delayed_Flts,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,PercentDelayed,iata,airport,city,state,country,lat,long
1987.0,ABQ,7866.0,1519.0,0.0,0.0,0.0,0.0,0.0,0.193109585558,ABQ,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
1987.0,ATL,66309.0,14892.0,0.0,0.0,0.0,0.0,0.0,0.224584897978,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
1987.0,AUS,7206.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.149042464613,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194
1987.0,BDL,7676.0,1938.0,0.0,0.0,0.0,0.0,0.0,0.252475247525,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
1987.0,BNA,13398.0,2298.0,0.0,0.0,0.0,0.0,0.0,0.171518137035,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
1987.0,BOS,25250.0,7171.0,0.0,0.0,0.0,0.0,0.0,0.284,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
1987.0,BUF,6948.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.172423719056,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667
1987.0,BUR,6548.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.282376298106,BUR,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969
1987.0,BWI,16242.0,4945.0,0.0,0.0,0.0,0.0,0.0,0.304457579116,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
1987.0,CLE,13691.0,2523.0,0.0,0.0,0.0,0.0,0.0,0.184281644876,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
1987.0,CLT,24518.0,8311.0,0.0,0.0,0.0,0.0,0.0,0.338975446611,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
1987.0,CMH,6788.0,1391.0,0.0,0.0,0.0,0.0,0.0,0.204920447849,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
1987.0,CVG,15483.0,5647.0,0.0,0.0,0.0,0.0,0.0,0.36472259898,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
1987.0,DAL,8962.0,919.0,0.0,0.0,0.0,0.0,0.0,0.102544074983,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
1987.0,DAY,9259.0,2849.0,0.0,0.0,0.0,0.0,0.0,0.307700615617,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
1987.0,DCA,22016.0,5140.0,0.0,0.0,0.0,0.0,0.0,0.233466569767,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
1987.0,DEN,43376.0,9911.0,0.0,0.0,0.0,0.0,0.0,0.228490409443,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
1987.0,DFW,51860.0,13405.0,0.0,0.0,0.0,0.0,0.0,0.258484381026,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
1987.0,DTW,27548.0,7895.0,0.0,0.0,0.0,0.0,0.0,0.286590678089,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
1987.0,EWR,30991.0,7681.0,0.0,0.0,0.0,0.0,0.0,0.247846148882,EWR,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
1987.0,FLL,10391.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.177942450197,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1987.0,HOU,14286.0,2218.0,0.0,0.0,0.0,0.0,0.0,0.155256894862,HOU,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
1987.0,IAD,14560.0,3204.0,0.0,0.0,0.0,0.0,0.0,0.220054945055,IAD,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
1987.0,IAH,21566.0,4248.0,0.0,0.0,0.0,0.0,0.0,0.196976722619,IAH,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
1987.0,IND,8817.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.202676647386,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1987.0,JAX,6498.0,991.0,0.0,0.0,0.0,0.0,0.0,0.152508464143,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1987.0,JFK,12273.0,3717.0,0.0,0.0,0.0,0.0,0.0,0.302859936446,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1987.0,LAS,19239.0,4278.0,0.0,0.0,0.0,0.0,0.0,0.222360829565,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1987.0,LAX,45646.0,16040.0,0.0,0.0,0.0,0.0,0.0,0.351399903606,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1987.0,LGA,28596.0,6596.0,0.0,0.0,0.0,0.0,0.0,0.230661630997,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1987.0,MCI,12910.0,2765.0,0.0,0.0,0.0,0.0,0.0,0.214175058095,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1987.0,MCO,17305.0,3646.0,0.0,0.0,0.0,0.0,0.0,0.210690551864,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1987.0,MEM,19081.0,5718.0,0.0,0.0,0.0,0.0,0.0,0.299669828625,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
1987.0,MIA,17649.0,3610.0,0.0,0.0,0.0,0.0,0.0,0.204544166808,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
1987.0,MSP,23108.0,6210.0,0.0,0.0,0.0,0.0,0.0,0.26873809936,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
1987.0,MSY,10112.0,2211.0,0.0,0.0,0.0,0.0,0.0,0.218651107595,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
1987.0,OAK,8393.0,1805.0,0.0,0.0,0.0,0.0,0.0,0.215060169189,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
1987.0,OKC,6381.0,1289.0,0.0,0.0,0.0,0.0,0.0,0.202005955179,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
1987.0,ONT,8081.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.213834921421,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
1987.0,ORD,67216.0,16362.0,0.0,0.0,0.0,0.0,0.0,0.243424184718,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
1987.0,ORF,7163.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.182884266369,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
1987.0,PDX,10077.0,2903.0,0.0,0.0,0.0,0.0,0.0,0.288081770368,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
1987.0,PHL,20570.0,5607.0,0.0,0.0,0.0,0.0,0.0,0.272581429266,PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
1987.0,PHX,29848.0,8840.0,0.0,0.0,0.0,0.0,0.0,0.296167247387,PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.0080556
1987.0,PIT,28765.0,8354.0,0.0,0.0,0.0,0.0,0.0,0.290422388319,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
1987.0,RDU,15370.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.189134677944,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
1987.0,ROC,6058.0,945.0,0.0,0.0,0.0,0.0,0.0,0.155992076593,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
1987.0,SAN,14795.0,3890.0,0.0,0.0,0.0,0.0,0.0,0.262926664414,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
1987.0,SAT,8194.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.135220893337,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
1987.0,SDF,6257.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.186191465559,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
1987.0,SEA,17411.0,5030.0,0.0,0.0,0.0,0.0,0.0,0.288897823215,SEA,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.3093131
1987.0,SFO,35155.0,13072.0,0.0,0.0,0.0,0.0,0.0,0.37183899872,SFO,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
1987.0,SJC,11570.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.21331028522,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
1987.0,SLC,16498.0,4929.0,0.0,0.0,0.0,0.0,0.0,0.298763486483,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
1987.0,SMF,6912.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.19994212963,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
1987.0,SNA,7310.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.295348837209,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
1987.0,STL,32097.0,8295.0,0.0,0.0,0.0,0.0,0.0,0.258435367791,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
1987.0,SYR,8377.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.220126536946,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
1987.0,TPA,15288.0,2425.0,0.0,0.0,0.0,0.0,0.0,0.158621140764,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
1987.0,TUL,6525.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.16061302682,TUL,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167
1988.0,ABQ,31480.0,3697.0,0.0,0.0,0.0,0.0,0.0,0.117439644219,ABQ,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
1988.0,ATL,259731.0,45154.0,0.0,0.0,0.0,0.0,0.0,0.17384909772,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
1988.0,AUS,28983.0,3034.0,0.0,0.0,0.0,0.0,0.0,0.104682054998,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194
1988.0,BDL,31167.0,6447.0,0.0,0.0,0.0,0.0,0.0,0.206853402637,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
1988.0,BNA,55696.0,9448.0,0.0,0.0,0.0,0.0,0.0,0.16963516231,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
1988.0,BOS,99921.0,23274.0,0.0,0.0,0.0,0.0,0.0,0.232924009968,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
1988.0,BUF,27704.0,4512.0,0.0,0.0,0.0,0.0,0.0,0.162864568293,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667
1988.0,BWI,67672.0,15703.0,0.0,0.0,0.0,0.0,0.0,0.232045750089,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
1988.0,CLE,59233.0,11715.0,0.0,0.0,0.0,0.0,0.0,0.197778265494,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
1988.0,CLT,101093.0,27680.0,0.0,0.0,0.0,0.0,0.0,0.27380728636,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
1988.0,CMH,26993.0,5049.0,0.0,0.0,0.0,0.0,0.0,0.187048494054,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
1988.0,CVG,62273.0,12292.0,0.0,0.0,0.0,0.0,0.0,0.197388916545,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
1988.0,DAL,35638.0,2845.0,0.0,0.0,0.0,0.0,0.0,0.0798305179864,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
1988.0,DAY,35562.0,8853.0,0.0,0.0,0.0,0.0,0.0,0.248945503627,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
1988.0,DCA,89277.0,17671.0,0.0,0.0,0.0,0.0,0.0,0.197934518409,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
1988.0,DEN,161146.0,31640.0,0.0,0.0,0.0,0.0,0.0,0.196343688332,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
1988.0,DFW,216849.0,39767.0,0.0,0.0,0.0,0.0,0.0,0.183385673902,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
1988.0,DTW,108114.0,24381.0,0.0,0.0,0.0,0.0,0.0,0.225511959598,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
1988.0,ELP,23878.0,2191.0,0.0,0.0,0.0,0.0,0.0,0.0917581036938,ELP,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056
1988.0,EWR,125333.0,32003.0,0.0,0.0,0.0,0.0,0.0,0.255343764212,EWR,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
1988.0,FLL,39978.0,7890.0,0.0,0.0,0.0,0.0,0.0,0.197358547201,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1988.0,HOU,56990.0,6939.0,0.0,0.0,0.0,0.0,0.0,0.121758203194,HOU,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
1988.0,IAD,50979.0,9864.0,0.0,0.0,0.0,0.0,0.0,0.193491437651,IAD,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
1988.0,IAH,85012.0,13718.0,0.0,0.0,0.0,0.0,0.0,0.161365454289,IAH,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
1988.0,IND,37399.0,7346.0,0.0,0.0,0.0,0.0,0.0,0.196422364234,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1988.0,JAX,24305.0,3279.0,0.0,0.0,0.0,0.0,0.0,0.13491051224,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1988.0,JFK,51485.0,15074.0,0.0,0.0,0.0,0.0,0.0,0.292784306109,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1988.0,LAS,72498.0,9484.0,0.0,0.0,0.0,0.0,0.0,0.130817401859,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1988.0,LAX,169696.0,27131.0,0.0,0.0,0.0,0.0,0.0,0.159880020743,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1988.0,LGA,114698.0,24493.0,0.0,0.0,0.0,0.0,0.0,0.213543392213,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1988.0,MCI,44876.0,8563.0,0.0,0.0,0.0,0.0,0.0,0.190814689366,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1988.0,MCO,72723.0,15456.0,0.0,0.0,0.0,0.0,0.0,0.212532486284,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1988.0,MEM,74380.0,15516.0,0.0,0.0,0.0,0.0,0.0,0.208604463565,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
1988.0,MIA,72661.0,14238.0,0.0,0.0,0.0,0.0,0.0,0.195951060404,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
1988.0,MSP,95265.0,22673.0,0.0,0.0,0.0,0.0,0.0,0.237999265208,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
1988.0,MSY,40943.0,6714.0,0.0,0.0,0.0,0.0,0.0,0.163984075422,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
1988.0,OAK,28335.0,3724.0,0.0,0.0,0.0,0.0,0.0,0.131427563085,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
1988.0,OKC,25564.0,3368.0,0.0,0.0,0.0,0.0,0.0,0.131747770302,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
1988.0,ONT,34640.0,5378.0,0.0,0.0,0.0,0.0,0.0,0.15525404157,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
1988.0,ORD,271494.0,63516.0,0.0,0.0,0.0,0.0,0.0,0.233949921545,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
1988.0,ORF,27048.0,5076.0,0.0,0.0,0.0,0.0,0.0,0.187666370896,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
1988.0,PBI,25841.0,4994.0,0.0,0.0,0.0,0.0,0.0,0.193258774815,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
1988.0,PDX,39121.0,7425.0,0.0,0.0,0.0,0.0,0.0,0.189795761867,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
1988.0,PHL,84069.0,19530.0,0.0,0.0,0.0,0.0,0.0,0.232309174607,PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
1988.0,PHX,121444.0,20056.0,0.0,0.0,0.0,0.0,0.0,0.165146075557,PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.0080556
1988.0,PIT,118068.0,33420.0,0.0,0.0,0.0,0.0,0.0,0.283057221262,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
1988.0,RDU,61264.0,9642.0,0.0,0.0,0.0,0.0,0.0,0.157384434578,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
1988.0,SAN,61207.0,11256.0,0.0,0.0,0.0,0.0,0.0,0.183900534253,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
1988.0,SAT,33937.0,3543.0,0.0,0.0,0.0,0.0,0.0,0.104399328167,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
1988.0,SDF,23719.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.160715038577,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
1988.0,SEA,71281.0,14120.0,0.0,0.0,0.0,0.0,0.0,0.198089252395,SEA,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.3093131
1988.0,SFO,131614.0,29467.0,0.0,0.0,0.0,0.0,0.0,0.223889555822,SFO,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
1988.0,SJC,46274.0,5852.0,0.0,0.0,0.0,0.0,0.0,0.126464105113,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
1988.0,SLC,67710.0,11659.0,0.0,0.0,0.0,0.0,0.0,0.17219022301,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
1988.0,SMF,27494.0,2963.0,0.0,0.0,0.0,0.0,0.0,0.107768967775,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
1988.0,SNA,30257.0,5884.0,0.0,0.0,0.0,0.0,0.0,0.194467395974,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
1988.0,STL,127429.0,27882.0,0.0,0.0,0.0,0.0,0.0,0.218804196847,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
1988.0,SYR,31937.0,5249.0,0.0,0.0,0.0,0.0,0.0,0.164354823559,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
1988.0,TPA,60204.0,10525.0,0.0,0.0,0.0,0.0,0.0,0.174822270945,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
1988.0,TUL,25423.0,3118.0,0.0,0.0,0.0,0.0,0.0,0.122644849152,TUL,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167
1989.0,ABQ,30882.0,5859.0,0.0,0.0,0.0,0.0,0.0,0.189722168253,ABQ,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
1989.0,ATL,224036.0,46407.0,0.0,0.0,0.0,0.0,0.0,0.207140816654,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
1989.0,AUS,28255.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.128897540258,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194
1989.0,BDL,29154.0,6887.0,0.0,0.0,0.0,0.0,0.0,0.236228304864,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
1989.0,BNA,58219.0,10121.0,0.0,0.0,0.0,0.0,0.0,0.17384359058,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
1989.0,BOS,91600.0,26998.0,0.0,0.0,0.0,0.0,0.0,0.294737991266,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
1989.0,BUF,26227.0,6169.0,0.0,0.0,0.0,0.0,0.0,0.235215617493,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667
1989.0,BWI,70757.0,23043.0,0.0,0.0,0.0,0.0,0.0,0.325663891912,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
1989.0,CLE,61875.0,15017.0,0.0,0.0,0.0,0.0,0.0,0.242698989899,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
1989.0,CLT,109552.0,39120.0,0.0,0.0,0.0,0.0,0.0,0.357090696655,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
1989.0,CMH,25623.0,5216.0,0.0,0.0,0.0,0.0,0.0,0.203567107677,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
1989.0,CVG,59945.0,14958.0,0.0,0.0,0.0,0.0,0.0,0.249528734673,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
1989.0,DAL,34963.0,4866.0,0.0,0.0,0.0,0.0,0.0,0.139175700026,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
1989.0,DAY,35577.0,11279.0,0.0,0.0,0.0,0.0,0.0,0.31703066588,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
1989.0,DCA,82820.0,20223.0,0.0,0.0,0.0,0.0,0.0,0.244180149722,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
1989.0,DEN,138407.0,29968.0,0.0,0.0,0.0,0.0,0.0,0.216520840709,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
1989.0,DFW,228360.0,47420.0,0.0,0.0,0.0,0.0,0.0,0.207654580487,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
1989.0,DTW,115873.0,28834.0,0.0,0.0,0.0,0.0,0.0,0.248841403951,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
1989.0,ELP,24865.0,3982.0,0.0,0.0,0.0,0.0,0.0,0.160144781822,ELP,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056
1989.0,EWR,113843.0,32704.0,0.0,0.0,0.0,0.0,0.0,0.287272823098,EWR,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
1989.0,FLL,36317.0,9084.0,0.0,0.0,0.0,0.0,0.0,0.250130792742,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1989.0,HOU,55931.0,9505.0,0.0,0.0,0.0,0.0,0.0,0.169941535106,HOU,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
1989.0,IAD,50832.0,12878.0,0.0,0.0,0.0,0.0,0.0,0.253344350016,IAD,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
1989.0,IAH,87830.0,14857.0,0.0,0.0,0.0,0.0,0.0,0.169156324718,IAH,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
1989.0,IND,40567.0,9212.0,0.0,0.0,0.0,0.0,0.0,0.227081125052,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1989.0,JAX,22793.0,4136.0,0.0,0.0,0.0,0.0,0.0,0.181459219936,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1989.0,JFK,48606.0,16889.0,0.0,0.0,0.0,0.0,0.0,0.347467390857,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1989.0,LAS,78382.0,10943.0,0.0,0.0,0.0,0.0,0.0,0.13961113521,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1989.0,LAX,163487.0,33571.0,0.0,0.0,0.0,0.0,0.0,0.205343544135,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1989.0,LGA,104583.0,32700.0,0.0,0.0,0.0,0.0,0.0,0.312670319268,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1989.0,MCI,38296.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.219344056821,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1989.0,MCO,70669.0,14853.0,0.0,0.0,0.0,0.0,0.0,0.210177022457,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1989.0,MEM,66790.0,12090.0,0.0,0.0,0.0,0.0,0.0,0.181015122024,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
1989.0,MIA,67294.0,15780.0,0.0,0.0,0.0,0.0,0.0,0.234493416947,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
1989.0,MKE,24232.0,5463.0,0.0,0.0,0.0,0.0,0.0,0.225445691647,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
1989.0,MSP,99072.0,21916.0,0.0,0.0,0.0,0.0,0.0,0.221212855297,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
1989.0,MSY,40689.0,6565.0,0.0,0.0,0.0,0.0,0.0,0.16134581828,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
1989.0,OAK,28156.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.161244494957,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
1989.0,OKC,23783.0,3703.0,0.0,0.0,0.0,0.0,0.0,0.155699449186,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
1989.0,ONT,36306.0,5904.0,0.0,0.0,0.0,0.0,0.0,0.162617749132,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
1989.0,ORD,261259.0,81385.0,0.0,0.0,0.0,0.0,0.0,0.311510799628,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
1989.0,ORF,24334.0,6152.0,0.0,0.0,0.0,0.0,0.0,0.25281499137,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
1989.0,PBI,26082.0,5533.0,0.0,0.0,0.0,0.0,0.0,0.212138639675,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
1989.0,PDX,40776.0,7681.0,0.0,0.0,0.0,0.0,0.0,0.188370610163,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
